sentiment,text
negative,"@Angry_Staffer In Texas (🤦‍♀️) @GovAbbott Just announced he wants courts to overturn rule re: TX provide public ed to undocumented immigrants. And yet Beto is polling 48%. Seriously. How does this help Texas? Time for @dell @toyota @LockheedMartin @ATT
 @exxonmobil and others to leave TX."
neutral,"Hey @Dell if your pledge runs deep… then why haven’t you called for a deep sea mining moratorium? 🤔 

@Google has joined the movement, @BMW @SamsungMobile @volvocars and @Philips have, too, but where are you?

If your pledge really runs deep, then help us #DefendTheDeep! https://t.co/kEMK6yH2yT"
positive,"#IWork4Dell and we just Introduced Continuously Modern from @Dell.
Don't let your customers' storage sit still - move it forward with Dell's software-driven approach and help them keep up and keep ahead 🚀 @DellStorage https://t.co/IVAvwtfZCT https://t.co/WWblrFnYfs"
positive,"@intelcanada @Dell This would be amazing for my mom! We love using Skype to video chat. Especially during the pandemic, we have started having weekly virtual dinner dates. Staying connected is so important to all of us 💕  #MothersDay"
positive,Congratulations Colaiste Choilm who won the full sweep of awards today @MTU_ie @Dell 👏 VEX robotics competition @MTUCork_Access @MTUScience4Life @DeirdreInDell @DrSharonLawton @ml_loftus @deirdre_dore @hugh_mcglynn Another day done 😀 https://t.co/cQgvXEHHWA
positive,"@StAls_STEM @VEXRoboticsIE @MTUScience4Life @Dell @AntBayleDell Great to see secondary school students and their teachers back on campus, there is a great buzz in the NEXUS hall🥳 Hope you enjoy the day."
positive,"Thanku so Much #Ranjithreddy  sir
#Dell #laptop Gift 🎁😘🥳❣️ #Gundalpochampally
#landsurvey #digitalsurvey .
❤️ Thanku sir from #Vsksurveys
#Telangana.@Dell https://t.co/MWoTzFSiUM"
neutral,"@Dell And, also getting your devices repaired with TechGuy 😏"
positive,@intelcanada @Dell This would be absolutely amazing to win and be able to video chat and stay connected with my family. ❤️😊❤️
positive,"Grab your thinking cap, 🧢 and join us at #DellTechWorld! Check out all the @VMware breakout sessions including:
🔹 The path to Multi-Cloud
🔹 Modern apps with @VMwareTanzu 
🔹 Perspectives from @Dell and VMware leadership
...and more. 

See you there! https://t.co/novWoMnsIs https://t.co/wsfmkShQHQ"
positive,"@intelcanada @Dell I would love to win this for my mom, she’s always asking me to look up stuff on google and would be nice for her to play games, video chat with the grandkids etc. finally an excuse to get the wifi installed at her house again😅"
positive,@intelcanada @Dell I’d love to keep my mom in the loop with all the photos I take while travelling! This would be such a fun way for us to stay connected 🥰🥰🥰 #mothersday https://t.co/qUbaNzeyQ5
positive,"In celebration of #AAPIHeritageMonth, @wwt_inc's OHANA Employee Resource Group and @Dell welcomes @danieldaekim for a conversation about his life, career, and dedication to AAPI community activism. Register ⬇️ https://t.co/OK9WyBkoYq"
positive,"Happy Birthday @Dell 🎈🎂🦋
Cheers to 38 years!!! And to so much more innovation!

#LifeatDell 🤎🤍"
positive,@Dell Upgrade RAM first. 😭👏
positive,"Took the @Delltech tour experience at #DellTechWorld and was amazed to see @newbelgium speed up their process by 7x with the help of @Dell #VxRail. 

🍺 To learn more, click here: https://t.co/1xw9Y00Lgu

#Iwork4Dell https://t.co/JQxpnNmrGk"
positive,"In partnership with @Dell and @ownCloud we have developed #SecureView. It allows sharing documents without losing control over the data.🛡️

Read about the unique solution in #CollaboraOnline 👇https://t.co/VqDq9GLslI

#collabora #opensource #gdpr #digitalsovereignty #datasecurity https://t.co/Kf3YRtaCjy"
neutral,"@elonmusk @MichaelDell @Twitter @Dell @emc Can we be sure its Elon we talk to, and not a Robot? Just kidding 😂😂😂"
neutral,"🗓️ May 4 🕓1:30 PM CST

Check out our blog for an exclusive preview of @Dell #AzureStackHCI Arc before joining us at #DellTechWorld for a digital session you don't want to miss: https://t.co/8GdsFMTp1h

Register: https://t.co/xvYDgj9Xl9 https://t.co/dOQugRg8xN"
positive,"@intelcanada @Dell This perfect for helping moms stay connected, near or far, always lovely to each other, even if on a screen 💖😊🎉💐"
negative,"Ordered a @Dell laptop, expecting delivery by 13th. Received email saying delivery tomorrow between 8am &amp; 6pm &amp; someone needs to be in all day! Not possible. Can't provide a time slot/useful tracking facility. 
This doesn't help either 👇👇👇👇👇👇

https://t.co/Fhk2ck6W0d"
positive,"#IWork4Dell and we just Introduced Continuously Modern from @Dell.
Don't let your customers' storage sit still - move it forward with Dell's software-driven approach and help them keep up and keep ahead 🚀 @DellStorage https://t.co/MVezX7G4XV https://t.co/qrROHmbC6s"
positive,"#IWork4Dell and we just Introduced Continuously Modern from @Dell.
Don't let your customers' storage sit still - move it forward with Dell's software-driven approach and help them keep up and keep ahead 🚀 @DellStorage https://t.co/Ds6YZ43dOT https://t.co/z5WTZ2QKJR"
positive,@intelcanada @Dell The lntel Evo Laptop can help moms  stay connected anywhere as it is lightweight and easy  to carry. Also as an amazing battery life. It would also help to stay connected to our family as they live across Canada. #MothersDay 🌼
positive,@intelcanada @Dell My mom can do video chat with my family and I! ❤️
positive,"@Zeelki @Dell I didn't realize that in less than 12 minutes, my mention would motivate the team to get it fixed! That's great! 😉"
positive,@jenfelch @clarkepatterson @Dell @SnowflakeDB Ditto on all fronts.  🎉 https://t.co/sUHo2hFlmp
positive,"#IWork4Dell and we just Introduced Continuously Modern from @Dell.
Don't let your customers' storage sit still - move it forward with Dell's software-driven approach and help them keep up and keep ahead 🚀 @DellStorage https://t.co/HUoo1MUcGG https://t.co/6vp5DKJ31g"
neutral,"Vegas Bound

 #DellTechWorld @Alienware @Dell 

Fit #1 

📸 @Gellar https://t.co/hcwKm4wgDs"
positive,"@intelcanada @Dell ❤️❣️🤗❣️❤️      Intel  You sure know how to make your customers happy! I would Love to win it for my mom . She deserves it because she is kind , loving 🥰 and her laptop has seen better days. 💖😉"
positive,"#IWork4Dell and we just Introduced Continuously Modern from @Dell.
Don't let your customers' storage sit still - move it forward with Dell's software-driven approach and help them keep up and keep ahead 🚀 @DellStorage https://t.co/gwA1HMrd8J https://t.co/a40st5gb9W"
positive,"@intelcanada @Dell My mom hasn’t had a laptop for years so, this would help her stay connected with family/friends through email, zoom and social media! It would be priceless to see the look on her face if she opened this on Mother’s Day!💐💕"
positive,@intelcanada @Dell It can help moms stay connected with video chat and messaging for the times we can't be together 🙂
positive,@intelcanada @Dell Best way is through facetime or video calling apps. My mother uses these frequently to connect with family and get advice from her friends 😀
positive,@intelcanada @Dell Oh this would be amazing for our little family! Perfect for our children and their school work and I’m aiming to start my own little wreath making business this year. Perfect! 🌸🌿💕 Mom and kids will be happy! WIN WIN! 💓💯😍
positive,"@intelcanada @Dell This Mom thinks this would be great for my beautiful son 🙂 He has a learning disability, so this would go far in addressing his accessibility needs. Intel  This would be fantastic!!! &lt;3"
positive,"@intelcanada @Dell Evo laptops are the better Intel-U powered ultrabooks.  They are excellently crafted, perform snappily with everyday tasks, and last for many hours on a single charge, while also including the latest in terms of features and specs. My mom would love it! 😍"
positive,"@intelcanada @Dell The lntel Evo Laptop can help us keep connected to our kids  home, or work. Lightweight, easy to carry with you. Good battery life can make staying connected so much easier. Happy #MothersDay 🌼🌷🌹🌻"
positive,@intelcanada @Dell By allowing mom's to access social media apps on computers to stay connected to friends and family when they need it most❤️
positive,"@intelcanada @Dell My mom and I kept in touch through video chats during the pandemic, an example of how moms keep connected! It also kept her connected because she called me here and there to trouble shoot 😂"
positive,"#IWork4Dell and we just Introduced Continuously Modern from @Dell.
Don't let your customers' storage sit still - move it forward with Dell's software-driven approach and help them keep up and keep ahead 🚀 @DellStorage https://t.co/Mz2rvPCGJa https://t.co/CSIzrVzpqg"
positive,"Introducing Continuously Modern from @Dell.
Don't let your customers' storage sit still - move it forward with Dell's software-driven approach and help them keep up and keep ahead 🚀 @DellStorage https://t.co/7V7Jh5Hy9L https://t.co/hbrehPQXdk"
positive,"@intelcanada @Dell My mom lives in a different province from my sister , grandkids and I , It would be so great to be about to FaceTime for all of us so we could not only talk but see each other ! 🥰 Especially on days like Mothers day !"
neutral,".@Dell keynote: “For those of you that don’t want to send your data to the cloud for compliance and security reasons […] For the first time you can extend @SnowflakeDB cloud based analytics to object storage on premise, without the need to move any of your data to the cloud” ❄️ https://t.co/XXtivEqmUx"
positive,@intelcanada @Dell She can finally check her email regularly from us 😍😍😍 lol https://t.co/GG9SYsI8JF
positive,"Missed out on our session: ""Radiology to Pathology and Beyond"" Don't worry 😉 

You can join us again on May 4 at 12 PM PT to hear our experts @CDesi_corp &amp; Michael Valente speak about @Dell and the future of #healthcare. 

📌 https://t.co/8aSR9nFpl3 https://t.co/8zWMCx8AOv"
positive,"Having a great time playing 20 ?s with sister club members at Melville Memorial Girls' AC School in Trinidad &amp; Tobago🤩 #GirlsWhoGame🎮#GameOn
@AkilSEsports @McM_MsR @KatPapulkas @foss_j12 #TeachSDGs #STEM #GameOn #TransformEDU #MinecraftEDU @DellTech @DELL @MicrosoftEDU @intel🌎 https://t.co/euvlrIOTK4"
positive,"Ahhh!!! There’s a #puppy playpen here at #DellTechWorld! If you’re here, come by the Attendee Village and play with a pup. These are all therapy and service dogs and they’re amazing❤️🐶 @DellTech @Dell #lasvegas https://t.co/FC25YUOFfz"
positive,@intelcanada @Dell This would help my mom recover from surgery and still be able to see her grandkids and play her games to keep her mind active. 👍
positive,"@intelcanada @Dell My mom watches YouTube videos and shares them with her friends on Viber and Facebook, video call and then talk about them 😄 she doesn't have a laptop but a tablet right now #Mothersday"
positive,"@intelcanada @Dell An Intel Evo laptop can keep mom's connected to family and friends by Skype or facetime. Especially during covid when you have to be quarantined or when your world's apart. Such an amazing giveaway, thanks for the chance! 😊 #MothersDay"
positive,"📣 MOTHER'S DAY GIVEAWAY📣 Intel® Evo™ Laptops are the perfect gift for moms who do it ALL. Win the gift of connectivity this #MothersDay 
👉 Follow us and @Dell on Twitter &amp; Facebook
👉 Tell us how an Intel® Evo™ Laptop can help moms stay connected 
Contest ends May 6, 12pm ET https://t.co/SbWK8TGuoC"
neutral,@PoweredbyOWC My 1st was a @Dell 💻.. . It was a kind of the kind of computer that didn't get any internet. It was more of an Editing PC type.
positive,"Alongside @Dell and @MSEducationUK, European Electronique can help you deliver better learning outcomes with affordable and innovative solutions 
👉https://t.co/Wx12iqmvp9✨ https://t.co/XYOQYFe3JU"
positive,"Good morning #DellTechWorld day ✌️

Back for one more day of takeover as your Services guide, but first, a shout out to my @Dell Latitude powering my 9-5 at #DellTechWorld and #DellXPS who powers my 5-9 (as the Mid-century Millennial) with Premium Support Plus ✨

#remotework https://t.co/zbtfnTKorB"
neutral,"Is it true? Did @Dell actually find a way to create a laptop steering us away from our Macbooks? Find out everything you need to know about the all-new Dell XPS Plus 13 below. 💻

https://t.co/CDrrsOXzFi"
neutral,How do you juggle complex workloads and increasing amounts of #data with cost constraints and limitations of legacy storage? Reply to talk with one of our experts on how @Dell #PowerStore powered by @VMware can help 🤹🏼. https://t.co/7rW2zWMeDL https://t.co/FQ4NCvg53g
positive,@MichaelDell @elonmusk @Twitter @Dell @emc Smart!😄
positive,"Congratulations @Dell Team winning @Sportingclass  Irish Open @TheAdareManor &amp; collecting 1st prize team trip to @nikantigolfclub Thailand for Final of  Sportingclass Industry Invitational 2022.
To join them - book into a qualifying event today 😀⛳️🏌️‍♂️https://t.co/sRBWghNiqy https://t.co/VIzu4dIWTS"
positive,"🤣🤣🤣 when you finally get tired of hearing Spotify's ad every 3mins. It's time to level up. Time for Premium. ☺️😍 #musicIsLife 🔊💻🎶🕺🏽💃🏽 #Spotify #SpotifyPremium #DELL #Ciara #LevelUp #programmer 

@Spotify @Dell @ciara https://t.co/wiakKeV3F0"
negative,"You are not helping at all, I am so much frustrated from your service and your product 🙏 The wrost experience I have faced in my life, @Dell  do not even have laptop parts in stock, shocking and dissapointing, It caused so much issues for me regarding my Documentation and all😑 https://t.co/sPyjgLyBdZ"
negative,"@TeamYouTube I logged into chat and we discovered it’s an issue with the @Dell D3100 doc and my MacBook. Still not corrected but the game is uh… Not going well for the #Mavs. Going to call it a night on troubleshooting for now. If you are aware of a fix, please share. 🙂"
positive,@jbeda @Dell @FTC how I wish ordering things from them will be as easy as using known e-commerce platform yeah @MichaelDell 😁😂
negative,"@GamersNexus @Dell For a minute I tough that Dell/Alienware got their dirty hands on the Kryotech brand name! 😡
https://t.co/uIneKQuIGI"
positive,@PatrickMoorhead @DellTech @Dell @Dell_HCI @DellAPEX @DellServers @DellServices @DellTechOEM @DellTechPartner I agree. It definitely feels normal. I think they might have underestimated attendance 😁
